Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
12,2020,C,Tyler Flowers,34,22,80,69,5,15,6,0,1,5,0,0,8,34,0.217,0.325,0.348,0.673,78,24,1,3,0,0,0,Right,No
13,2020,IF,Adeiny Hechavarría,31,27,63,59,7,15,3,0,0,2,0,0,4,12,0.254,0.302,0.305,0.607,61,18,1,0,0,0,0,Right,No
14,2020,DH,Matt Adams,31,16,51,49,4,9,2,0,2,9,0,0,2,18,0.184,0.216,0.347,0.563,45,17,3,0,0,0,0,Left,No
15,2020,C,William Contreras,22,4,10,10,0,4,1,0,0,1,0,0,0,4,0.4,0.4,0.5,0.9,136,5,0,0,0,0,0,Right,No
16,2020,C,Alex Jackson,24,5,7,7,0,2,1,0,0,0,0,0,0,4,0.286,0.286,0.429,0.714,85,3,1,0,0,0,0,Right,No
17,2020,IF,Charlie Culberson,31,9,7,7,2,1,1,0,0,1,0,0,0,4,0.143,0.143,0.286,0.429,9,2,0,0,0,0,0,Right,No
18,2020,LF,Cristian Pache,21,2,4,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,33,1,0,0,0,0,0,Right,No
19,2020,3B,Pablo Sandoval,33,1,4,2,0,0,0,0,0,0,0,0,2,1,0.0,0.5,0.0,0.5,50,0,0,0,0,0,0,Right,Yes
20,2020,RF,Scott Schebler,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
21,2020,P,Patrick Weigel,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
22,2020,P,Tucker Davidson,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
23,2020,P,Michael Soroka,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
24,2020,P,Mark Melancon,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
25,2020,P,Max Fried,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
26,2020,P,Sean Newcomb,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
27,2020,P,Luke Jackson,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
28,2020,P,Bryse Wilson,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
29,2020,P,Tyler Matzek,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
30,2020,P,Jacob Webb,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
31,2020,P,Josh Tomlin,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
32,2020,P,A.J. Minter,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
33,2020,P,Chris Martin,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
34,2020,P,Mike Foltynewicz,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
35,2020,P,Will Smith,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
36,2020,P,Grant Dayton,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
37,2020,P,Touki Toussaint,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
38,2020,P,Kyle Wright,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
39,2020,P,Huascar Ynoa,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,2020,P,Robbie Erlin,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,2020,P,Chad Sobotka,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
42,2020,P,Shane Greene,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
43,2020,P,Ian Anderson,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
44,2020,P,Tommy Milone,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
45,2020,P,Jhoulys Chacín,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
46,2020,P,Darren O'Day,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
47,2020,P,Cole Hamels,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
48,2020,P,Chris Rusin,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
1,2019,C,Tyler Flowers,33,85,310,271,36,62,11,3,11,34,0,0,31,105,0.229,0.319,0.413,0.733,85,112,8,6,0,2,3,Right,No
2,2019,1B,Freddie Freeman,29,158,692,597,113,176,34,2,38,121,6,3,87,127,0.295,0.389,0.549,0.938,135,328,17,6,0,2,11,Left,No
3,2019,2B,Ozzie Albies,22,160,702,640,102,189,43,8,24,86,15,4,54,112,0.295,0.352,0.5,0.852,113,320,2,4,0,4,6,Right,Yes
4,2019,SS,Dansby Swanson,25,127,545,483,77,121,26,3,17,65,10,5,51,124,0.251,0.325,0.422,0.748,89,204,7,5,1,5,2,Right,No
5,2019,3B,Josh Donaldson,33,155,659,549,96,142,33,0,37,94,4,2,100,155,0.259,0.379,0.521,0.9,126,286,13,8,0,2,2,Right,No
6,2019,LF,Austin Riley,22,80,297,274,41,62,11,1,18,49,0,2,16,108,0.226,0.279,0.471,0.75,86,129,4,5,0,2,3,Right,No
7,2019,CF,Ronald Acuna Jr.,21,156,715,626,127,175,22,2,41,101,37,9,76,188,0.28,0.365,0.518,0.883,121,324,8,9,0,1,4,Right,No
8,2019,RF,Nick Markakis,35,116,469,414,61,118,25,2,9,62,2,0,47,59,0.285,0.356,0.42,0.776,97,174,11,2,0,6,1,Left,No
9,2019,C,Brian McCann,35,85,316,277,28,69,9,0,12,45,0,0,31,53,0.249,0.323,0.412,0.734,85,114,10,2,0,6,1,Left,No
10,2019,IF,Johan Camargo,25,98,248,232,31,54,12,1,7,32,1,0,15,43,0.233,0.279,0.384,0.663,67,89,5,0,1,0,2,Right,Yes
11,2019,RF,Matt Joyce,34,129,238,200,32,59,10,0,7,23,0,0,38,45,0.295,0.408,0.45,0.858,119,90,3,0,0,0,0,Left,No
12,2019,CF,Ender Inciarte,28,65,230,199,30,49,11,2,5,24,7,1,26,41,0.246,0.343,0.397,0.74,88,79,1,4,0,1,2,Left,No
13,2019,UT,Charlie Culberson,30,108,144,135,14,35,5,2,5,20,0,1,6,44,0.259,0.294,0.437,0.731,82,59,5,1,1,1,0,Right,No
14,2019,LF,Adam Duvall,30,41,130,120,17,32,4,1,10,19,0,0,7,39,0.267,0.315,0.567,0.882,117,68,0,2,0,1,0,Right,No
15,2019,LF,Rafael Ortega,28,34,96,88,7,18,3,0,2,10,3,0,8,22,0.205,0.271,0.307,0.578,47,27,2,0,0,0,0,Left,No
16,2019,SS,Adeiny Hechavarría,30,24,70,61,14,20,5,1,4,15,0,0,6,15,0.328,0.4,0.639,1.039,158,39,1,2,0,1,0,Right,No
17,2019,CF,Billy Hamilton,28,26,48,41,9,11,2,0,0,3,4,1,7,13,0.268,0.375,0.317,0.692,80,13,0,0,0,0,1,Right,Yes
18,2019,UT,Francisco Cervelli,33,14,37,32,4,9,5,1,2,7,0,0,4,10,0.281,0.378,0.688,1.066,162,22,3,1,0,0,0,Right,No
19,2019,C,Alex Jackson,23,4,15,13,0,0,0,0,0,0,0,0,1,5,0.0,0.133,0.0,0.133,-61,0,1,1,0,0,1,Right,No
20,2019,C,John Ryan Murphy,28,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
21,2019,P,Max Fried,25,38,65,56,11,11,4,0,0,4,0,0,5,16,0.196,0.262,0.268,0.53,36,15,0,0,4,0,0,Left,No
22,2019,P,Michael Soroka,21,27,63,52,2,4,0,0,0,3,0,0,2,22,0.077,0.143,0.077,0.22,-41,4,1,2,7,0,0,Right,No
23,2019,P,Julio Teheran,28,33,60,55,1,6,1,0,0,4,0,0,0,24,0.109,0.107,0.127,0.234,-40,7,0,0,4,1,0,Right,No
24,2019,P,Dallas Keuchel,31,19,41,38,0,5,1,0,0,2,0,0,1,28,0.132,0.154,0.158,0.312,-20,6,0,0,2,0,0,Left,No
25,2019,P,Mike Foltynewicz,27,19,38,35,1,2,0,0,0,1,0,0,0,19,0.057,0.057,0.057,0.114,-71,2,1,0,3,0,0,Right,No
26,2019,P,Kevin Gausman,28,16,27,27,1,1,0,0,0,0,0,0,0,18,0.037,0.037,0.037,0.074,-81,1,1,0,0,0,0,Left,No
27,2019,P,Touki Toussaint,23,23,10,9,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
28,2019,P,Bryse Wilson,21,6,9,9,0,2,0,0,0,0,0,0,0,6,0.222,0.222,0.222,0.444,14,2,0,0,0,0,0,Right,No
29,2019,P,Sean Newcomb,26,52,8,8,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
30,2019,P,Josh Tomlin,34,47,6,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
31,2019,P,Kyle Wright,23,7,6,6,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
32,2019,P,Chad Sobotka,25,30,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
33,2019,P,Wes Parsons,26,16,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
34,2019,P,Jacob Webb,25,35,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
35,2019,P,Shane Carle,27,5,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
36,2019,P,Jeremy Walker,24,6,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
37,2019,P,Dan Winkler,29,26,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,Right,No
38,2019,P,Jonny Venters,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
39,2019,P,Mark Melancon,34,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
40,2019,P,Luke Jackson,27,66,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
41,2019,P,Jerry Blevins,35,43,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
42,2019,P,Jesse Biddle,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
43,2019,P,A.J. Minter,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
44,2019,P,Chris Martin,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
45,2019,P,Grant Dayton,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
46,2019,P,Anthony Swarzak,33,41,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
47,2019,P,Arodys Vizcaíno,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
48,2019,P,Huascar Ynoa,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
49,2019,P,Shane Greene,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
50,2019,P,Darren O'Day,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2018,C,Kurt Suzuki,34,105,388,347,45,94,24,0,12,50,0,0,22,43,0.271,0.332,0.444,0.776,107,154,6,13,0,6,0,Right,No
2,2018,1B,Freddie Freeman,28,162,707,618,94,191,44,4,23,98,10,3,76,132,0.309,0.388,0.505,0.892,139,312,11,7,0,6,12,Left,No
3,2018,2B,Ozzie Albies,21,158,684,639,105,167,40,5,24,72,14,3,36,116,0.261,0.305,0.452,0.757,101,289,9,5,1,3,0,Right,Yes
4,2018,SS,Dansby Swanson,24,136,533,478,51,114,25,4,14,59,10,4,44,122,0.238,0.304,0.395,0.699,87,189,5,2,6,3,15,Right,No
5,2018,3B,Johan Camargo,24,134,524,464,63,126,27,1,19,76,1,1,51,108,0.272,0.349,0.457,0.806,115,212,13,6,0,3,4,Right,Yes
6,2018,LF,Ronald Acuna Jr.,20,111,487,433,78,127,26,4,26,64,16,5,45,123,0.293,0.366,0.552,0.917,143,239,4,6,0,3,2,Right,No
7,2018,CF,Ender Inciarte,27,156,660,597,83,158,27,6,10,61,28,14,49,86,0.265,0.325,0.38,0.705,90,227,6,6,4,4,1,Left,No
8,2018,RF,Nick Markakis,34,162,705,623,78,185,43,2,14,93,1,1,72,80,0.297,0.366,0.44,0.806,116,274,18,1,0,9,10,Left,No
9,2018,UT,Charlie Culberson,29,113,322,296,47,80,18,2,12,45,4,2,21,85,0.27,0.326,0.466,0.792,111,138,5,4,0,1,5,Right,No
10,2018,C,Tyler Flowers,32,82,296,251,34,57,9,0,8,30,0,0,35,76,0.227,0.341,0.359,0.7,90,90,6,9,0,1,0,Right,No
11,2018,3B,Ryan Flaherty,31,81,182,161,17,35,6,0,2,13,4,2,18,41,0.217,0.298,0.292,0.59,61,47,5,1,1,1,4,Left,No
12,2018,LF,Preston Tucker,27,80,142,129,15,31,10,0,4,22,0,0,9,34,0.24,0.303,0.411,0.714,90,53,2,3,0,1,0,Left,No
13,2018,LF,Adam Duvall,29,33,57,53,8,7,1,0,0,0,0,0,3,17,0.132,0.193,0.151,0.344,-5,8,1,1,0,0,0,Right,No
14,2018,OF,Peter Bourjos,31,36,47,44,5,9,2,1,1,4,0,0,2,15,0.205,0.239,0.364,0.603,60,16,0,0,1,0,0,Right,No
15,2018,3B,José Bautista,37,12,40,35,3,5,1,0,2,5,0,0,5,12,0.143,0.25,0.343,0.593,58,12,0,0,0,0,0,Right,No
16,2018,OF,Danny Santana,27,15,32,28,4,5,3,0,0,2,1,1,3,11,0.179,0.281,0.286,0.567,54,8,0,1,0,0,0,Right,Yes
17,2018,OF,Lane Adams,28,26,29,25,10,6,1,0,2,6,1,0,4,8,0.24,0.345,0.52,0.865,129,13,1,0,0,0,0,Right,No
18,2018,1B,Lucas Duda,32,20,22,18,1,4,2,0,1,2,0,0,4,7,0.222,0.364,0.5,0.864,130,9,1,0,0,0,0,Left,No
19,2018,C,Carlos Pérez,27,8,22,21,0,3,0,0,0,0,0,0,1,6,0.143,0.182,0.143,0.325,-10,3,1,0,0,0,0,Right,No
20,2018,C,Chris Stewart,36,5,16,14,3,3,0,0,0,3,0,0,1,1,0.214,0.25,0.214,0.464,27,3,2,0,0,1,0,Right,No
21,2018,3B,Rio Ruiz,24,14,15,12,1,1,0,0,0,0,0,0,2,5,0.083,0.267,0.083,0.35,1,1,0,1,0,0,0,Left,No
22,2018,LF,Michael Reed,25,7,7,7,1,2,0,0,0,0,0,0,0,3,0.286,0.286,0.286,0.571,55,2,0,0,0,0,0,Right,No
23,2018,C,René Rivera,34,3,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
24,2018,,Dustin Peterson,23,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
25,2018,P,Mike Foltynewicz,26,30,66,58,3,3,1,0,0,4,0,0,0,41,0.052,0.052,0.069,0.121,-68,4,0,0,8,0,0,Right,No
26,2018,P,Julio Teheran,27,28,54,40,2,7,0,0,1,4,0,0,1,8,0.175,0.19,0.25,0.44,18,10,0,0,12,1,0,Right,No
27,2018,P,Sean Newcomb,25,28,53,45,3,2,1,0,0,1,0,0,1,32,0.044,0.065,0.067,0.132,-64,3,0,0,7,0,0,Left,No
28,2018,P,Aníbal Sánchez,34,23,44,41,0,1,0,0,0,0,0,0,1,25,0.024,0.048,0.024,0.072,-80,1,2,0,2,0,0,Right,No
29,2018,P,Brandon McCarthy,34,15,31,29,1,3,2,0,0,2,0,0,0,19,0.103,0.103,0.172,0.276,-27,5,0,0,2,0,0,Right,No
30,2018,P,Kevin Gausman,27,11,23,19,0,1,0,0,0,0,0,0,4,9,0.053,0.217,0.053,0.27,-21,1,0,0,0,0,0,Left,No
31,2018,P,Touki Toussaint,22,8,10,10,1,1,0,0,0,0,0,0,0,5,0.1,0.1,0.1,0.2,-46,1,0,0,0,0,0,Right,No
32,2018,P,Matt Wisler,25,6,9,8,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
33,2018,P,Michael Soroka,20,4,8,8,0,1,0,0,0,0,0,0,0,1,0.125,0.125,0.125,0.25,-32,1,0,0,0,0,0,Right,No
34,2018,P,Max Fried,24,14,8,8,1,1,0,0,0,0,0,0,0,3,0.125,0.125,0.125,0.25,-32,1,0,0,0,0,0,Left,No
35,2018,P,Shane Carle,26,51,5,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No
36,2018,P,Kolby Allard,20,3,3,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,444,1,0,0,2,0,0,Left,No
37,2018,P,Luke Jackson,26,33,3,1,1,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,52,0,1,0,1,0,0,Right,No
38,2018,P,Bryse Wilson,20,3,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
39,2018,P,Luiz Gohara,21,8,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
40,2018,P,Jesse Biddle,26,56,2,2,0,1,1,0,0,1,0,0,0,0,0.5,0.5,1.0,1.5,291,2,0,0,0,0,0,Left,No
41,2018,P,Wes Parsons,25,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
42,2018,P,Sam Freeman,31,59,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
43,2018,P,Dan Winkler,28,66,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
44,2018,P,Lucas Sims,24,5,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
45,2018,P,Chad Sobotka,24,14,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,444,1,0,0,0,0,0,Right,No
46,2018,P,Jonny Venters,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
47,2018,P,Miguel Socolovich,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
48,2018,P,Adam McCreery,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
49,2018,P,Rex Brothers,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
50,2018,P,José Ramírez,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
51,2018,P,Brad Brach,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
52,2018,P,A.J. Minter,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No
53,2018,P,Kyle Wright,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
54,2018,P,Arodys Vizcaíno,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
55,2018,P,Evan Phillips,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
56,2018,P,Peter Moylan,39,36,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
57,2018,P,Chase Whitley,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
58,2018,P,Josh Ravin,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
1,2017,C,Tyler Flowers,31,99,370,317,41,89,16,0,12,49,0,1,31,82,0.281,0.378,0.445,0.823,115,141,6,20,0,2,1,Right,No
2,2017,1B,Freddie Freeman,27,117,514,440,84,135,35,2,28,71,8,5,65,95,0.307,0.403,0.586,0.989,155,258,9,7,0,2,14,Left,No
3,2017,2B,Brandon Phillips,36,120,499,470,68,137,27,1,11,52,10,8,19,57,0.291,0.329,0.423,0.753,96,199,19,8,1,1,1,Right,No
4,2017,SS,Dansby Swanson,23,144,551,488,59,113,23,2,6,51,3,3,59,120,0.232,0.312,0.324,0.636,68,158,7,0,0,4,10,Right,No
5,2017,3B,Adonis García,32,52,183,173,19,41,4,0,5,19,4,0,7,23,0.237,0.273,0.347,0.62,61,60,9,2,0,1,0,Right,No
6,2017,LF,Matt Kemp,32,115,467,438,47,121,23,1,19,64,0,2,27,99,0.276,0.318,0.463,0.781,101,203,25,0,0,1,5,Right,No
7,2017,CF,Ender Inciarte,26,157,718,662,93,201,27,5,11,57,22,9,49,94,0.304,0.35,0.409,0.759,98,271,8,0,3,4,3,Left,No
8,2017,RF,Nick Markakis,33,160,670,593,76,163,39,1,8,76,0,2,68,110,0.275,0.354,0.384,0.738,94,228,16,6,0,3,8,Left,No
9,2017,1B,Matt Adams,28,100,314,291,42,79,20,1,19,58,0,0,19,71,0.271,0.315,0.543,0.858,119,158,5,1,0,3,5,Left,No
10,2017,C,Kurt Suzuki,33,81,309,276,38,78,13,0,19,50,0,0,17,39,0.283,0.351,0.536,0.887,128,148,5,13,1,2,2,Right,No
11,2017,IF,Johan Camargo,23,82,256,241,30,72,21,2,4,27,0,0,12,51,0.299,0.331,0.452,0.783,103,109,5,0,2,1,2,Right,Yes
12,2017,2B,Ozzie Albies,20,57,244,217,34,62,9,5,6,28,8,1,21,36,0.286,0.354,0.456,0.81,110,99,3,3,1,2,0,Right,Yes
13,2017,UT,Jace Peterson,27,89,215,186,15,40,9,2,2,17,3,0,27,48,0.215,0.318,0.317,0.635,68,59,4,1,1,0,3,Left,No
14,2017,3B,Rio Ruiz,23,53,173,150,22,29,5,0,4,19,1,0,19,41,0.193,0.283,0.307,0.59,55,46,4,1,0,3,1,Left,No
15,2017,LF,Danny Santana,26,69,152,143,16,29,9,2,3,22,6,0,7,33,0.203,0.245,0.357,0.602,55,51,2,1,1,0,1,Right,Yes
16,2017,OF,Lane Adams,27,85,122,109,19,30,4,1,5,20,10,0,10,37,0.275,0.339,0.468,0.807,109,51,3,1,1,1,0,Right,No
17,2017,UT,Sean Rodríguez,32,15,47,37,6,6,1,0,2,3,1,0,8,19,0.162,0.326,0.351,0.677,78,13,1,1,1,0,1,Right,No
18,2017,OF,Emilio Bonifácio,32,38,44,38,2,5,1,1,0,3,0,0,1,9,0.132,0.15,0.211,0.361,-7,8,1,0,4,1,0,Right,Yes
19,2017,C,David Freitas,28,6,17,17,2,4,2,0,0,2,0,0,0,4,0.235,0.235,0.353,0.588,51,6,1,0,0,0,0,Right,No
20,2017,LF,Micah Johnson,26,18,11,10,2,2,0,0,0,0,1,0,0,4,0.2,0.2,0.2,0.4,6,2,0,0,1,0,0,Left,No
21,2017,UT,Chase d'Arnaud,30,11,10,8,5,3,0,0,0,0,0,0,2,3,0.375,0.5,0.375,0.875,136,3,0,0,0,0,0,Right,No
22,2017,C,Anthony Recker,33,6,7,7,1,1,0,0,0,0,0,0,0,1,0.143,0.143,0.143,0.286,-24,1,1,0,0,0,0,Right,No
23,2017,,Tony Sanchez,29,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
24,2017,P,Julio Teheran,26,35,72,57,4,8,0,0,0,6,0,0,1,17,0.14,0.167,0.14,0.307,-18,8,0,1,12,1,0,Right,No
25,2017,P,R.A. Dickey,42,30,68,61,0,9,0,0,0,5,0,0,0,12,0.148,0.148,0.148,0.295,-22,9,0,0,7,0,0,Right,No
26,2017,P,Mike Foltynewicz,25,28,49,42,1,2,0,0,0,0,0,0,0,27,0.048,0.048,0.048,0.095,-75,2,0,0,7,0,0,Right,No
27,2017,P,Sean Newcomb,24,19,35,27,1,1,0,0,0,0,0,0,2,17,0.037,0.103,0.037,0.14,-61,1,1,0,6,0,0,Left,No
28,2017,P,Jaime García,30,15,35,31,2,5,1,0,1,7,0,0,1,7,0.161,0.188,0.29,0.478,23,9,0,0,3,0,0,Left,No
